Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.174-192.168.1.184-60839-8080-6,192.168.0.174,60839,192.168.1.184,8080,6,07/07/2017 09:33:21,4176894,22,40,310.8777,688.9603,6809,454,195.2009,27413,982,250.771,38062.82440536558,20.87007648721391,1138.9101,171.2029,48529,821,829.3296,1343.3227,20208,730,531.9349,771.3377,5,4,3,0,140.9544,337.3574,531.0737,371.6546,653,39990,791.4779,274.4519,14528.3519,1,1,4,6,13,4,3,5,340.3735,608.1377,436.0678,1044.6039,578.0843,868.5497,259.938,683.945,1398.9132,678.3451,602.6432,64313,83.4559,63391,43113,31031,32.7086,676.7121,573.2119,318.0355,65217,549,969.225,418.4492,40074,261,BENIGN
192.168.1.36-192.168.3.88-51716-80-6,192.168.1.36,51716,192.168.3.88,80,6,07/07/2017 09:02:41,3276981,47,32,332.4752,780.4753,26653,882,1064.8338,14959,236,1361.6482,24341.498431735567,195.6664659070684,366.0226,493.0484,62565,900,285.3571,1495.311,64625,278,766.0382,1356.9625,1,2,1,2,703.3928,290.2449,589.2818,870.8589,19,15263,36.7824,462.748,27974.513,2,0,0,1,3,3,2,2,530.1136,55.1227,917.2057,1365.5717,634.0966,674.3643,1060.9749,754.2305,259.2648,829.2717,711.7253,20481,757.8701,3818,39084,17959,271.2664,680.8465,104.1,177.6656,10954,260,281.7753,494.6527,7924,275,BENIGN
9.161.205.69-192.168.0.24-57275-25-0,9.161.205.69,57275,192.168.0.24,25,0,07/07/2017 09:22:26,480561,4939,8,512.1169,339.3017,49589,112,378.6177,24757,790,489.4075,4870989.475964388,22345.92772552282,974.5235,12.5019,53047,886,27.393,505.37,27857,188,356.465,1145.2556,4,3,2,4,795.7312,973.3444,494.0788,162.0119,7,54763,935.1954,366.0854,41671.262,0,589,2,2,0,3,3,1,588.0094,438.317,832.2284,1457.812,942.7447,127.1193,1278.8491,666.9248,780.3044,363.8009,353.782,27787,7.1699,13564,13695,7625,955.4074,327.7427,1049.9379,72.4747,51168,351,674.642,109.4358,58673,238,DDoS
161.81.216.153-192.168.0.24-63147-23-6,161.81.216.153,63147,192.168.0.24,23,6,07/07/2017 09:32:40,1564299,100,19,941.829,380.0496,58027,559,409.861,51437,839,1119.8852,59442.19153770458,285.17610633091186,567.7407,389.6243,13500,209,63.7082,1052.1746,6212,110,229.343,1095.2721,3,2,1,3,235.614,928.7984,894.4291,857.6921,547,48141,76.2069,472.0254,44560.8558,0,2,1,8,23,1,1,2,371.5394,757.2689,983.6264,937.4632,988.7699,62.3322,570.0319,1062.1833,52.3122,910.1938,195.7071,39807,304.0387,56391,48531,14605,754.9338,220.4001,745.4928,449.2058,26678,647,923.3263,218.7353,46012,941,Web Attack – XSS
192.168.0.152-192.168.0.24-32654-80-17,192.168.0.152,32654,192.168.0.24,80,17,07/07/2017 09:30:31,2844040,24,6,956.8807,950.7649,53571,389,110.5403,9907,199,539.7555,9602.96751902944,166.12029509253455,763.9165,356.2207,35840,366,493.3407,699.0288,41967,25,952.0532,944.5184,3,2,5,4,623.0929,755.5054,602.4305,778.2311,63,10090,170.5553,268.2599,28579.4349,2,0,0,4,7,2,1,4,335.5477,558.9568,880.6504,1082.7898,65.529,234.3121,17.4888,863.9625,1026.747,758.9948,478.4644,64733,587.6806,5612,65529,38955,336.5219,243.3928,703.3733,318.7674,31245,455,250.9847,481.9621,31400,62,BENIGN
192.168.0.24-192.168.2.63-28486-21-6,192.168.0.24,28486,192.168.2.63,21,6,07/07/2017 09:22:58,875586,28,3,473.0341,895.3805,23938,712,702.3258,9561,861,86.1103,7808.671540662121,29.738287809564582,533.5997,13.0328,10406,721,664.3683,1163.334,22146,362,706.6523,135.9085,0,1,5,5,545.8034,970.0543,507.7256,224.8909,910,25444,322.0258,143.0273,7205.5393,2,1,3,2,2,2,1,2,10.689,33.8917,1044.9064,1231.2827,418.5993,253.82,925.6521,422.327,392.9229,720.3525,549.143,29146,885.4103,27846,52407,62349,891.9955,445.727,243.2132,484.3568,2351,698,1310.8128,477.4764,45419,813,BENIGN
192.168.3.57-192.168.0.152-56928-23-0,192.168.3.57,56928,192.168.0.152,23,0,07/07/2017 09:12:58,4710859,41,18,143.4511,340.5346,64914,571,908.1474,54217,944,810.5497,24949.916434693965,152.74617210732046,1013.6002,272.5666,15802,444,281.0974,74.361,40015,815,848.9318,289.6766,4,4,3,3,332.3218,644.5185,901.7384,472.3005,995,52437,322.9587,223.206,35695.6666,0,2,3,0,1,1,3,2,838.6468,634.8797,159.7235,1440.711,1298.4736,1012.5978,927.4885,1290.6458,297.5557,1183.9165,249.5792,49715,755.247,58864,20621,63955,283.3252,404.1124,1103.4171,492.9063,18066,162,1480.5957,82.1093,42900,276,BENIGN
192.168.1.60-192.168.0.98-27409-21-0,192.168.1.60,27409,192.168.0.98,21,0,07/07/2017 09:37:49,1141273,25,26,967.716,3.3439,37754,94,471.0658,33902,835,405.242,28304.050404737176,120.37162267215521,648.818,344.8521,33767,547,661.3755,1182.2774,59285,109,891.2157,1272.3015,3,2,5,3,572.2849,286.8712,510.346,638.2059,313,32763,1186.6118,364.1999,29705.4532,2,1,4,6,6,4,4,0,550.2763,326.2086,78.2226,569.1017,440.2271,1223.363,322.8663,1082.3405,531.9787,575.3461,163.5913,36929,678.6182,6233,46227,44558,953.1157,319.0457,448.5407,377.1889,48033,465,207.29,319.7708,20824,574,BENIGN
192.168.2.63-192.168.3.57-41706-8080-6,192.168.2.63,41706,192.168.3.57,8080,6,07/07/2017 09:13:28,3224084,29,5,497.0116,455.4333,28806,124,456.9261,12137,159,397.1691,44215.50702736506,118.47172977337168,733.7952,492.3352,48889,908,821.85,60.5641,2345,707,154.5816,69.444,2,0,2,3,896.8848,805.2463,179.73,646.8705,115,3577,525.9375,188.8345,21621.303,2,1,4,1,19,3,1,4,325.5677,430.2642,65.2728,966.9792,566.4688,518.4399,1023.813,554.7317,782.7411,158.0497,838.4304,7106,109.0321,14149,62763,6445,785.7461,473.344,1352.5792,336.6295,14017,993,715.839,136.6878,56863,33,BENIGN
192.168.3.151-192.168.0.152-18331-53-0,192.168.3.151,18331,192.168.0.152,53,0,07/07/2017 09:28:41,174078,31,4,476.1059,242.5007,22788,806,770.6985,46340,256,1488.917,8809.949152068468,89.46521733480144,977.7287,438.2516,3481,23,370.7708,702.8136,8985,867,519.2709,214.1458,4,2,5,1,39.1761,37.2897,271.3683,203.7353,66,61759,1325.097,435.0049,39699.6532,1,0,0,8,17,4,3,5,323.763,884.9719,819.2706,865.9522,1175.1255,418.9738,1137.1439,710.4447,1419.1362,935.8255,264.8168,26892,147.7727,46869,55193,54938,903.3261,537.0764,850.6587,375.0291,27766,52,946.1215,484.8519,32660,753,BENIGN
112.80.232.1-192.168.1.60-59319-53-6,112.80.232.1,59319,192.168.1.60,53,6,07/07/2017 09:40:38,110303,2411,8,535.6016,983.5593,470,654,84.5803,62601,262,886.5274,1651230.7993175806,38276.32471510786,329.2899,172.7396,20424,503,882.8635,1069.2294,49007,377,190.8089,113.6292,3,2,0,2,902.5169,977.1201,841.7463,539.3931,410,57120,1089.9015,431.5187,5534.1693,0,428,0,3,2,3,3,0,407.393,236.7021,275.1606,421.5584,1464.1283,1357.251,859.0822,753.2786,1383.9354,1281.054,211.8917,23963,44.1829,64715,19253,46834,480.1142,165.4774,612.4044,88.5169,41510,302,796.7646,59.1477,22698,732,DoS slowloris
192.168.0.24-192.168.2.63-58180-443-6,192.168.0.24,58180,192.168.2.63,443,6,07/07/2017 09:20:15,3213996,35,23,264.2537,650.5105,18352,951,1223.853,56445,443,840.4696,4917.375145582958,60.19539298248322,79.6403,29.1282,44506,928,399.6539,172.9385,27768,472,461.7094,1004.7157,2,1,4,4,158.2187,14.4263,302.8854,294.9284,207,41789,803.575,63.9172,39233.1633,2,0,0,8,11,0,0,3,849.8836,601.5597,879.3018,252.0555,688.6767,57.7643,1264.6612,717.237,1090.3906,221.5176,621.4867,49029,191.451,28179,43420,55038,364.8812,195.1642,228.581,152.6612,3763,124,1477.6017,366.0972,34125,350,BENIGN
192.168.2.27-192.168.2.208-46964-21-6,192.168.2.27,46964,192.168.2.208,21,6,07/07/2017 09:20:45,2201522,32,11,984.4351,711.3719,60106,638,15.7782,63606,247,307.7146,47863.76291729657,117.4168640480635,1420.5151,93.7919,10969,731,376.0184,715.3725,46828,61,447.947,343.3329,4,4,3,5,345.1591,347.8675,607.3958,756.6893,644,26881,1263.7322,149.7307,35325.6033,1,2,5,0,15,2,1,1,519.6151,459.9434,512.7643,336.1566,371.4709,1209.4342,1170.4393,841.7757,636.3668,100.055,971.6358,44494,398.0957,21865,57491,55513,749.1928,571.4312,1271.9646,387.2465,37126,444,775.1445,287.1055,51736,878,BENIGN
194.24.56.40-192.168.0.24-65020-22-17,194.24.56.40,65020,192.168.0.24,22,17,07/07/2017 09:19:12,1637008,12,60,925.6239,275.4908,27248,405,1201.1028,42616,331,423.5105,2961.9316701981793,31.893788330310546,1331.052,241.2805,16419,544,724.5793,722.276,21986,985,740.9411,783.1999,4,0,1,5,90.3301,713.7489,317.0918,865.2797,341,28684,1226.1573,301.0012,46010.8909,1,1,1,29,21,4,2,3,687.4653,946.9114,579.9331,1062.218,1240.3321,1231.5269,900.5734,990.3568,196.4491,1349.1245,895.5785,7882,852.5192,705,6469,4645,36.7901,690.5599,1470.7985,12.6816,59308,279,1355.6647,86.9289,6282,9,SSH-Patator
32.193.40.142-192.168.2.63-15667-443-6,32.193.40.142,15667,192.168.2.63,443,6,07/07/2017 09:21:51,2371368,28,43,254.8493,950.1863,21166,181,608.4699,50688,291,52.8156,5806.32377427867,50.7741865992968,578.5117,459.4634,51062,228,629.5894,766.1303,29820,261,335.1993,546.2835,2,3,0,3,897.6569,631.9393,500.2089,366.1082,4,57937,169.0837,84.2893,46109.4013,2,3,4,29,33,4,3,4,8.7725,80.6781,1067.9552,215.5552,1350.0628,1435.2523,770.8704,349.9244,414.124,1008.662,659.8117,30351,741.5773,14321,48561,17657,210.7839,364.3526,1020.7177,161.9598,23801,151,51.7771,315.0183,11983,189,SSH-Patator
96.82.0.154-192.168.1.184-40766-21-0,96.82.0.154,40766,192.168.1.184,21,0,07/07/2017 09:03:26,314915,527,0,512.5379,752.6036,12897,833,1085.4972,18387,877,333.5352,3701676.4791167616,38741.459579276234,1481.3684,130.2404,65366,498,631.0192,1049.0136,47877,167,764.4055,824.667,4,0,4,1,993.0117,403.5244,931.3528,85.3698,822,41638,394.5025,118.6999,8988.3099,0,99,0,0,1,4,3,4,917.1305,548.07,1048.7008,866.8893,1038.4203,106.582,822.7158,1445.0656,725.6,1236.5835,649.7677,15292,956.8747,49050,14962,61001,447.7772,779.5179,447.3965,135.5489,34003,484,941.6982,253.44,18658,88,DDoS
96.82.0.154-192.168.1.179-45264-21-0,96.82.0.154,45264,192.168.1.179,21,0,07/07/2017 09:32:48,983523,46,28,279.7323,421.5299,20242,535,1120.2166,44905,594,1237.0775,3245.1158134074617,31.4789665551221,216.337,169.9798,24438,974,768.5559,1462.3614,6786,804,639.9539,848.5196,2,1,5,5,347.9087,978.3126,830.4255,232.9665,652,11804,281.4863,453.3371,23922.5931,1,3,4,5,13,0,3,3,134.6451,275.2976,163.8941,1463.6664,1140.1849,1340.181,282.1691,1483.1113,778.5095,1278.6013,943.4532,37118,320.7974,28719,3293,42873,8.2564,611.4576,882.3736,243.7614,41466,154,1421.5064,244.1677,21922,279,SSH-Patator
18.23.116.198-192.168.3.151-38058-25-17,18.23.116.198,38058,192.168.3.151,25,17,07/07/2017 09:17:25,581971,15,53,113.7101,790.3777,38590,282,997.8556,30759,868,1081.2054,5765.353455846314,47.97873401576663,14.5043,384.9692,38096,71,337.7077,1355.4226,8633,752,44.008,521.784,0,3,3,2,469.8559,855.762,837.4326,83.014,156,31141,1231.468,415.5308,32220.017,3,3,4,24,6,3,3,3,159.1086,612.583,1333.7582,127.8797,1313.3916,1348.9891,360.7071,246.4386,581.941,1155.6038,373.6078,57495,524.388,27855,4829,59282,60.8142,628.9099,316.2131,334.6782,16252,690,1131.3648,383.2654,58462,539,FTP-Patator
192.168.1.60-192.168.1.60-44418-22-6,192.168.1.60,44418,192.168.1.60,22,6,07/07/2017 09:04:16,2566161,37,21,321.8766,790.9747,28195,903,1389.7459,63300,811,141.3151,26746.587229048644,51.43592171006826,436.1631,436.323,5372,115,36.3532,920.8248,62067,171,267.1557,94.5593,0,5,0,1,947.1437,482.5079,232.3613,912.1231,908,27754,1223.2455,38.58,3117.3495,0,2,0,7,1,4,3,4,83.7672,310.7569,1306.9495,1135.7679,1456.5107,1298.3905,14.1451,1379.2143,1355.9764,394.5638,809.4716,19376,401.9052,27108,13807,37163,185.7871,219.8506,807.4578,316.8847,33783,734,414.4374,93.6903,43965,107,BENIGN
98.138.112.176-192.168.1.60-36830-23-6,98.138.112.176,36830,192.168.1.60,23,6,07/07/2017 09:01:55,1730486,24,39,689.5418,410.9036,48337,707,404.0414,28303,126,1321.1099,2593.2756883533357,192.9320866167236,334.4419,352.7907,265,637,410.0414,358.4015,62858,301,62.4729,1000.2163,0,4,2,1,951.3986,507.9386,130.7274,37.0918,804,26309,350.4621,4.1554,287.7509,2,1,1,12,0,1,0,2,29.9501,269.4482,659.3692,209.1973,704.4862,294.0769,1111.8191,694.8074,1431.6767,301.117,634.1171,55555,671.9005,19150,56719,63017,741.2966,671.5053,928.5751,276.1844,31778,936,1259.4325,361.8973,11832,636,Web Attack – XSS
17.108.161.55-192.168.1.179-61732-21-17,17.108.161.55,61732,192.168.1.179,21,17,07/07/2017 09:34:36,415,1,1,160.0013,318.6125,36889,270,1317.2439,45842,215,920.8098,165.74932164693269,6007.692305956759,1370.5793,451.3696,53699,45,784.5205,765.8087,33288,5,636.8764,839.0779,0,2,4,3,906.0256,459.74,953.8327,542.986,991,38875,474.9015,43.4283,30293.0343,0,2,0,0,1,5,1,2,619.1513,197.6589,138.6282,573.3128,706.6696,485.6395,45.4797,312.3934,1152.3041,1465.0619,927.4342,26146,529.3885,23959,47669,49583,191.6335,617.5368,709.0599,373.7032,52306,772,1471.2882,265.0231,2655,954,PortScan
192.168.0.195-192.168.3.9-12320-21-6,192.168.0.195,12320,192.168.3.9,21,6,07/07/2017 09:11:06,864615,7,11,270.816,293.5674,60017,907,194.5632,11636,865,109.4668,45456.97621322793,48.72066335301,1228.6258,61.7034,23003,327,586.5737,1338.5097,52080,941,930.1804,678.3462,4,5,2,3,97.9978,211.6056,191.1406,351.2571,44,9238,873.1663,393.734,45842.8975,0,1,1,4,8,1,4,2,591.3699,938.8703,545.8545,711.3341,901.5375,725.4113,1024.2285,1077.7318,579.4436,252.3296,831.7287,54956,360.3092,33645,20968,40776,729.1872,813.8162,162.0877,30.174,53703,618,52.9043,414.9353,11124,524,BENIGN
165.174.57.76-192.168.1.60-28089-8080-6,165.174.57.76,28089,192.168.1.60,8080,6,07/07/2017 09:01:39,809492,56,11,451.0042,366.0431,32138,270,670.013,29021,72,86.481,760.4822168547478,68.50170382096461,118.5687,15.5254,6712,2,231.1692,1124.3851,43711,598,473.5019,723.8479,3,0,1,2,327.6109,352.5945,579.4028,913.7205,227,16699,243.2627,66.6181,21628.9345,0,0,2,2,22,0,4,4,25.9232,478.452,1247.4438,1083.313,1222.1262,1033.7627,626.2301,1384.6251,442.7475,1086.6284,37.0527,42710,442.3178,35988,64479,15542,258.2211,210.0442,109.863,6.7013,36512,880,1070.8005,355.7414,16239,323,Web Attack – XSS
120.128.5.175-192.168.1.246-21289-21-17,120.128.5.175,21289,192.168.1.246,21,17,07/07/2017 09:13:52,265677,3130,8,264.6563,228.5571,19666,462,768.7829,12721,79,689.0819,3821319.5863706567,19734.70183953481,1343.1787,166.2283,57242,110,626.3668,498.2065,21569,23,373.4326,56.2163,4,1,2,2,640.1042,462.9396,931.7518,755.8823,135,45043,459.1127,111.8005,44103.6209,0,494,5,5,2,1,0,2,682.2372,35.1729,716.3627,843.5427,1423.6148,1318.5582,1261.4322,427.272,1431.7073,1036.2177,615.8978,48315,829.3588,57780,33921,57982,409.4937,349.0459,510.4037,249.9607,64979,270,1201.8972,326.0503,28021,83,DoS Hulk
192.168.2.40-192.168.0.195-32473-25-6,192.168.2.40,32473,192.168.0.195,25,6,07/07/2017 09:08:28,1494282,44,31,202.7491,475.7266,38812,40,469.7802,11847,486,1057.6626,49439.20282251072,129.23165070723581,107.6281,219.5143,63066,668,852.5193,234.6057,25296,443,109.946,781.0904,2,1,0,5,780.0719,131.0016,482.8349,951.4148,703,37304,1082.8109,468.7597,20420.7343,2,1,3,2,20,5,2,3,155.0112,345.5658,192.1858,1253.6372,441.5184,896.18,217.4541,688.5996,1056.3295,1198.7477,849.3233,6694,519.496,55444,3331,63471,347.9954,845.3718,1357.0281,373.0764,58448,778,979.0703,37.6575,12919,447,BENIGN
192.168.1.36-192.168.0.152-19895-80-6,192.168.1.36,19895,192.168.0.152,80,6,07/07/2017 09:17:55,1648597,27,0,697.6162,276.9886,62320,365,1076.4996,20912,534,1262.1484,27043.04246630517,94.32734273542565,1200.6097,328.6747,27524,111,614.9233,983.861,52660,231,363.5099,279.2595,0,1,1,2,516.9493,419.3527,402.0716,823.0721,19,30659,1258.5165,163.888,38284.8557,1,0,2,7,11,2,4,3,653.0937,106.0566,117.6334,992.426,221.73,87.758,71.9206,1019.5978,247.1164,922.0185,654.4401,28575,908.3443,50754,5204,64267,193.6453,112.9033,551.7902,347.8283,51387,73,1435.1639,442.3584,5641,393,BENIGN
192.168.0.144-192.168.2.63-11143-23-0,192.168.0.144,11143,192.168.2.63,23,0,07/07/2017 09:24:48,4346227,35,36,915.5549,827.0337,14909,673,178.149,16571,154,295.8819,12550.600505233242,196.1849901340736,275.2408,325.6689,38465,92,799.4514,548.3808,24039,470,479.4034,563.9059,5,5,2,4,812.7459,948.42,359.4788,755.8993,839,34907,246.4957,430.7986,13376.4564,2,1,3,2,3,2,4,2,471.9156,173.1117,1234.2017,266.2818,1152.2241,815.5201,632.0588,158.5257,1381.2323,491.8698,518.9126,23579,516.88,58354,5226,21324,909.8675,132.2417,471.6837,178.7599,19593,301,1235.3951,113.2133,56677,894,BENIGN
192.168.2.63-192.168.1.246-16086-25-0,192.168.2.63,16086,192.168.1.246,25,0,07/07/2017 09:37:34,2510654,45,27,799.8713,834.2988,10373,613,422.3695,54481,914,654.8519,4489.7324204889865,4.552249989566213,1256.3586,67.8749,4147,870,367.1902,570.0094,19944,593,448.3937,505.716,4,1,1,4,254.5445,579.2771,435.3645,113.6799,622,45338,1105.2449,369.4062,31316.0684,0,1,2,2,13,2,5,5,696.6117,189.1639,1430.7386,432.1739,647.5953,982.8878,523.56,999.651,783.4107,696.3325,218.7324,44674,569.3541,22458,64732,56409,430.9121,63.6549,1375.3068,100.8057,62728,395,1139.7141,60.6586,43169,759,BENIGN
17.197.195.153-192.168.2.40-50143-8080-17,17.197.195.153,50143,192.168.2.40,8080,17,07/07/2017 09:30:48,5542,36,64,285.3687,989.6356,1543,447,702.7912,51379,280,1298.4179,73610.87058983292,23.835942270845564,1000.927,329.7069,4362,366,425.6016,1399.544,21536,879,58.3107,1074.0645,0,4,3,1,152.9475,538.4718,333.1677,397.6314,905,8161,960.2608,422.4829,30468.4919,0,3,2,16,20,5,1,4,15.1806,672.3031,403.7014,497.3799,1421.3377,1359.8773,227.5886,1065.6772,1278.6156,1396.746,25.8153,1338,702.3297,5688,44309,35899,746.1167,185.3162,1433.1883,460.8451,40619,779,776.669,263.1712,61777,959,Bot
9.161.205.69-192.168.1.60-33891-3389-0,9.161.205.69,33891,192.168.1.60,3389,0,07/07/2017 09:17:35,270399,4119,10,292.175,488.572,32843,423,1120.1042,10726,681,126.3769,3593002.897732009,35880.30260605253,49.2401,133.5544,24759,639,870.5775,1395.4605,7003,865,84.6169,1149.11,5,5,1,2,518.1868,352.5389,256.0729,20.0892,55,18361,472.6839,9.644,31077.9038,0,783,2,3,2,5,5,4,642.6719,39.6596,970.4424,400.6769,1471.8398,866.0863,102.2667,855.0222,1092.6951,1068.702,257.5298,15150,910.1285,60417,38412,46984,19.9488,947.9669,409.809,305.4683,16418,321,1361.3676,111.7651,6940,324,DDoS
120.128.5.175-192.168.1.36-13497-3389-17,120.128.5.175,13497,192.168.1.36,3389,17,07/07/2017 09:04:49,1254653,63,55,351.0443,623.4687,52195,959,813.3374,7969,402,1020.8933,5467.392493548448,5.528111881966428,636.8872,137.9217,3949,433,449.6452,774.7118,41124,41,148.6892,1264.1355,4,3,5,1,863.1548,163.5315,841.5389,549.785,522,9290,672.8722,451.108,12856.9254,1,5,2,22,33,4,2,4,737.2053,789.7249,178.2766,629.0499,157.2158,361.2027,413.1477,1126.1002,437.2149,278.347,73.7118,9213,288.5532,12858,47008,139,674.0565,439.7462,1421.3219,240.7425,5874,157,957.9063,382.1258,28444,291,FTP-Patator
98.138.112.176-192.168.2.63-41116-8080-6,98.138.112.176,41116,192.168.2.63,8080,6,07/07/2017 09:23:05,233,1,0,850.8913,561.298,30326,163,816.5456,33645,873,64.0726,849.5874442895383,9405.799451485616,82.4278,231.5184,18185,424,855.9915,956.3713,27264,989,74.6509,325.0762,2,0,4,0,59.4361,51.7432,879.511,128.1931,353,12748,624.3436,105.6187,34966.9918,0,1,2,0,0,2,1,5,953.4066,183.1056,165.3835,560.9218,812.4998,1326.8211,900.8371,162.8059,916.9798,350.7455,43.5236,29811,53.8552,46773,19539,59298,20.473,252.432,1095.6182,267.4376,35879,313,1152.8118,354.0132,27561,522,PortScan
168.255.202.227-192.168.3.151-24556-23-0,168.255.202.227,24556,192.168.3.151,23,0,07/07/2017 09:32:40,174360,3065,10,316.346,400.7195,51316,373,36.4202,21572,775,1059.3276,3156757.46146818,28058.538716875486,136.6404,334.3047,35728,110,612.3885,982.9512,19944,575,514.7705,411.1065,1,2,3,2,220.0242,65.8664,299.2783,767.6311,826,587,788.112,25.3329,8002.2081,0,853,3,2,2,1,1,5,230.172,141.7632,1264.2419,1489.9369,889.941,365.2651,30.554,197.7351,668.4475,13.1337,847.8571,58412,207.2101,41747,4686,3064,737.4833,746.0958,1024.4554,370.4553,62232,270,457.7379,366.2889,61124,42,DDoS
75.40.119.222-192.168.1.60-59432-80-0,75.40.119.222,59432,192.168.1.60,80,0,07/07/2017 09:41:13,1737373,61,30,189.0076,509.969,35972,196,413.2525,12179,990,704.302,3776.6710309139276,51.50918721037501,1142.3459,31.091,56359,16,166.0024,120.3544,28238,21,348.4213,181.5335,3,0,4,4,77.7803,929.8535,772.1295,515.1392,804,34395,1178.3504,398.566,20359.3129,3,1,1,21,38,2,5,4,559.5759,426.4636,201.8127,419.9436,87.0093,64.2472,1312.3178,191.0163,1100.5117,217.2062,370.6117,11258,14.281,48334,20942,37435,722.5863,666.6424,153.8978,141.6847,59454,635,1071.2,287.3328,9298,714,FTP-Patator
17.197.195.153-192.168.0.7-8547-22-6,17.197.195.153,8547,192.168.0.7,22,6,07/07/2017 09:22:08,526,3,0,494.6778,879.931,52267,791,1193.7857,47792,257,180.5293,97.96846617972221,776.1013721190083,357.6013,317.6199,35716,135,612.6965,1017.8633,54797,826,213.032,141.9732,5,3,5,5,980.1578,568.0273,217.4613,111.5158,656,9208,141.1327,454.8639,40776.1561,0,1,2,0,1,5,4,4,572.6263,7.0703,495.2292,709.3291,1354.2273,1372.1375,1430.3845,756.5502,616.5366,1265.5561,605.5082,65291,619.1301,15509,40474,6857,270.5259,646.9905,1223.5875,208.8037,27508,223,410.2861,29.3841,56507,408,PortScan
192.168.0.174-192.168.1.60-40261-21-6,192.168.0.174,40261,192.168.1.60,21,6,07/07/2017 09:32:26,1627281,26,4,603.6819,503.024,26579,380,813.5103,64145,315,975.1785,24816.770237708573,115.44108602020178,789.8666,100.5658,18185,274,764.3356,746.3087,49049,634,753.3884,160.6755,5,3,2,4,856.9633,640.2845,609.8735,923.4919,474,3144,425.2706,349.6028,15204.7711,1,1,0,8,18,0,0,5,275.6427,966.4592,117.8457,374.2064,75.2189,953.8394,698.8452,1335.7875,248.7414,593.6994,110.0608,50796,825.8796,8857,44320,61409,461.8522,421.1595,528.2561,144.1167,29130,358,491.0452,54.0057,29439,390,BENIGN
192.168.0.98-192.168.1.60-42147-80-6,192.168.0.98,42147,192.168.1.60,80,6,07/07/2017 09:40:45,3223594,40,18,647.6481,308.8067,31054,296,983.2014,4126,83,464.2761,37510.07040920868,177.11788144700122,257.2528,286.5562,6593,803,880.0819,1114.3654,65453,813,311.1813,1003.3782,1,4,4,0,390.35,998.2224,32.6812,411.7149,852,56854,425.781,30.6894,13646.2799,2,2,4,6,14,3,4,3,932.7452,623.3544,1393.1596,685.0952,1229.1442,140.9854,1298.0156,661.658,68.2297,732.4044,659.914,2310,752.5786,11875,22823,2720,21.827,299.6406,103.6537,427.1447,10957,962,54.6797,306.3618,21106,745,BENIGN
17.197.195.153-192.168.0.24-15028-23-6,17.197.195.153,15028,192.168.0.24,23,6,07/07/2017 09:16:57,479888,2445,7,664.9222,383.6419,43735,435,693.2198,62701,64,417.8587,110541.75893843727,28329.73476575292,1005.1555,493.1962,57085,524,752.2111,1095.4265,58882,274,793.541,1458.1685,2,1,4,4,969.7987,639.4718,319.3448,943.051,911,28938,1294.3499,480.9508,31300.1237,0,658,3,3,1,3,4,0,661.0647,937.9596,247.9473,698.3368,287.435,516.7749,681.3604,706.1427,219.5343,929.2768,814.404,58173,150.6282,53957,24778,63017,302.775,539.5018,566.6853,289.9365,36348,648,54.2851,157.9147,63747,184,DDoS
165.234.73.68-192.168.0.24-38266-21-0,165.234.73.68,38266,192.168.0.24,21,0,07/07/2017 09:03:18,112450,2599,0,666.0188,643.7506,60422,81,513.1063,6266,398,110.159,1265031.7643006013,49121.7709487049,972.6393,25.0254,50233,944,991.0483,895.018,6680,773,907.5601,1427.1009,4,5,0,3,197.4309,541.1375,899.6098,869.075,53,36888,72.6525,246.4176,15187.909,0,407,0,0,3,3,0,1,226.9816,371.7673,809.4534,297.001,919.2775,342.03,1173.075,489.0137,478.4735,672.4798,255.181,38446,369.9647,21130,46161,59407,883.9936,171.497,743.5536,225.8265,4023,266,1395.4159,285.0,36703,994,DoS Hulk
